KNG1, 9316, 12.482372
FBN1, 6405, 12.481699
CLK3, 4116, 12.477519
SPIN3, 17370, 12.465771
STAG1, 17570, 12.463381
FAM13B, 6128, 12.457766
MCM8, 11310, 12.454508
AC024560.3, 250, 12.453272
MCM3AP-AS1, 11305, 12.449324
PCNXL2, 13608, 12.445777
FBXL6, 6428, 12.441845
RAB37, 14982, 12.440226
C9orf45, 3048, 12.439805
ST6GALNAC1, 17549, 12.432373
AC005277.1, 135, 12.430107
SOCS5, 17226, 12.426785
LOC729852, 10747, 12.425885
ACSL3, 487, 12.419552
EPM2AIP1, 5847, 12.419309
DTX2, 5433, 12.417240
ZNF519, 20421, 12.414324
BMS1P5, 1872, 12.414014
MYBBP1A, 11983, 12.412564
FGF14, 6549, 12.410312
FRAT1, 6794, 12.398589
SAFB2, 16078, 12.387262
LOC100131722, 10002, 12.386576
CRABP1, 4421, 12.385471
DNASE1L2, 5292, 12.374366
DUSP1, 5450, 12.368698
LOC388237, 10398, 12.366213
USP2, 19451, 12.362218
AC110754.1, 356, 12.358178
AC084125.1, 297, 12.357404
PAG1, 13402, 12.353913
GLTSCR2, 7254, 12.353101
ZNF394, 20333, 12.348423
GARNL1, 7006, 12.348241
LRRC55, 10906, 12.340770
USP33, 19466, 12.335752
DCLRE1C, 4912, 12.333721
ARID1B, 1297, 12.328539
CCNL1, 3508, 12.327822
C1orf84, 2554, 12.322777
LUZP1, 10986, 12.321113
SASS6, 16121, 12.319049
QRFPR, 14932, 12.318566
STRBP, 17656, 12.311036
C4orf29, 2797, 12.309062
RCC1, 15236, 12.300919
TNIP1, 18662, 12.290389
DNAJC4, 5279, 12.288482
C1orf199, 2511, 12.283240
ZC3H6, 20020, 12.283034
TRMT61B, 18939, 12.280037
DDX55, 4990, 12.276596
ASPSCR1, 1450, 12.274617
DIP2A, 5145, 12.274541
RBM4B, 15200, 12.274399
PLAUR, 14051, 12.273905
AC062028.1, 264, 12.263728
CEACAM19, 3763, 12.261995
HSPB9, 8284, 12.261847
ASAH2C, 1396, 12.260281
AC069154.2, 279, 12.252205
SERPINB9, 16396, 12.243008
IFFO1, 8373, 12.242373
PIGC, 13909, 12.237624
HLTF, 8049, 12.237294
KLHL20, 9262, 12.236982
PLAGL2, 14048, 12.226312
CRIPAK, 4456, 12.215172
MFSD9, 11459, 12.212287
UBA3, 19225, 12.211593
ZNF273, 20261, 12.193991
GK, 7197, 12.192278
EFCAB7, 5592, 12.188520
KLHDC1, 9240, 12.187957
SLC26A6, 16807, 12.187493
ATP2B3, 1533, 12.183739
SV2A, 17746, 12.183694
NOXO1, 12554, 12.180716
PDSS1, 13712, 12.180089
PAR5, 13456, 12.172891
TTBK2, 19047, 12.168942
KIAA1456, 9115, 12.168245
FAM156A, 6145, 12.165391
OXGR1, 13340, 12.160378
ZNF670, 20539, 12.159868
LEO1, 9633, 12.158961
DND1, 5295, 12.152389
CNNM2, 4191, 12.149441
VCX, 19546, 12.146155
ACSL6, 490, 12.137387
PI4K2A, 13894, 12.133981
ZFP3, 20093, 12.132375
PDIK1L, 13692, 12.129729
EML5, 5759, 12.129170
DOT1L, 5342, 12.124596
RANBP17, 15082, 12.119484
MYNN, 12036, 12.118200
LOC651856, 10630, 12.117160
CEP350, 3823, 12.116964
PRR4, 14648, 12.116345
NKAPP1, 12431, 12.098428
C4orf49, 2814, 12.097535
CNTNAP1, 4223, 12.093972
KRBA1, 9329, 12.092286
ZNF443, 20370, 12.088359
SERTAD4, 16411, 12.085309
RICTOR, 15422, 12.079673
HDAC7, 7828, 12.079596
COL7A1, 4281, 12.078571
SENP6, 16329, 12.075061
SPTBN4, 17433, 12.069495
OR2L13, 13011, 12.067424
VCX2, 19547, 12.058807
PALB2, 13420, 12.056765
POLD3, 14224, 12.055934
DNA2, 5224, 12.053999
PDPR, 13708, 12.052965
LOC401321, 10454, 12.047487
LYPD5, 11015, 12.047406
ATP8B1, 1587, 12.047138
HELB, 7860, 12.040369
NPIPL2, 12577, 12.039258
PRB3, 14491, 12.037201
METT11D1, 11411, 12.035201
TUBGCP3, 19158, 12.034130
TCOF1, 18038, 12.028038
SLAIN2, 16648, 12.025957
SMC2, 17076, 12.025846
PHF17, 13851, 12.025836
CREBL1, 4440, 12.021831
ZNF225, 20229, 12.017826
ARSG, 1379, 12.016270
PASK, 13486, 12.015278
IGFALS, 8437, 12.013431
KRIT1, 9335, 12.012159
CCDC144A, 3351, 12.011158
TSEN54, 18985, 12.008679
LRRK2, 10934, 12.000539
TNK1, 18665, 11.998301
